age,job,marital,education,balance,housing,duration,campaign,approval
47,technician,married,second,602,yes,89,3,no
44,technician,divorced,second,809,yes,118,4,no
38,housemaid,married,second,278,yes,123,2,no
28,management,single,third,3238,yes,7,1,no
46,admin.,single,second,751,yes,104,2,no
51,bluecollar,divorced,first,28,no,218,2,no
42,management,divorced,third,0,no,85,2,no
37,technician,single,second,2442,no,91,3,yes
58,unemployed,married,third,1798,yes,19,8,no
23,admin.,married,second,132,no,574,1,yes
36,management,single,third,260,yes,49,1,no
34,bluecollar,married,second,7,yes,171,2,no
31,management,single,third,3283,no,258,1,yes
49,technician,married,unknown,323,yes,41,2,no
54,management,married,third,2960,yes,83,1,no
29,unemployed,single,second,486,no,95,1,no
51,retired,divorced,second,323,yes,78,2,no
40,unemployed,divorced,second,507,yes,134,1,no
35,management,single,third,5958,yes,215,1,yes
25,student,single,second,604,no,226,2,yes
32,bluecollar,single,second,118,yes,1275,1,yes
60,selfemployed,married,second,123,no,66,1,no
38,management,married,third,76,yes,196,3,no
46,admin.,married,second,70,yes,229,2,yes
23,unemployed,married,first,960,yes,241,2,no
32,technician,single,third,2185,no,354,2,no
29,bluecollar,single,second,609,yes,471,3,no
56,bluecollar,married,second,2190,no,90,2,no
57,technician,married,first,0,no,58,8,no
38,admin.,married,second,3732,yes,379,2,no
51,technician,married,first,1550,no,12,5,no
35,admin.,single,third,62,no,67,1,no
37,bluecollar,married,first,704,no,165,7,no
48,management,married,second,4415,yes,1032,3,yes
60,bluecollar,single,second,4,yes,84,3,no
60,retired,married,second,262,no,393,4,no
56,management,married,second,238,yes,808,1,no
45,bluecollar,married,first,97,yes,923,3,no
38,technician,divorced,second,410,no,63,6,no
18,student,single,second,1191,no,274,1,no
59,retired,married,first,47,yes,84,4,no
34,technician,married,third,197,no,78,3,yes
36,bluecollar,married,unknown,6,no,41,7,no
53,admin.,single,second,2398,yes,317,1,yes
51,management,married,third,660,yes,138,1,no
58,retired,married,second,235,no,88,4,no
48,management,married,first,1910,yes,413,2,no
56,management,married,third,3172,yes,139,1,no
51,bluecollar,married,first,872,no,82,2,no
35,bluecollar,married,second,407,yes,12,6,no
40,admin.,single,second,100,yes,221,1,yes
59,housemaid,married,second,345,no,38,1,no
44,management,divorced,third,1858,no,661,1,no
49,housemaid,married,first,889,no,388,1,yes
35,admin.,married,third,0,yes,151,7,no
41,management,married,third,51,no,140,8,no
55,retired,married,first,150,no,124,1,no
51,selfemployed,married,second,34,no,180,1,no
27,services,single,second,795,no,101,3,no
57,bluecollar,married,first,282,no,261,12,no
51,management,single,third,2139,no,176,2,no
38,management,married,third,469,yes,189,12,no
49,admin.,married,second,197,yes,223,1,yes
40,technician,single,third,825,yes,38,1,no
47,housemaid,single,third,3232,no,541,1,no
48,management,divorced,second,1598,yes,84,1,no
47,services,married,third,871,no,602,9,no
56,services,married,second,83,no,26,11,no
29,management,single,third,1445,no,328,2,yes
38,technician,married,second,226,yes,762,3,yes
32,management,married,third,55,yes,107,4,no
42,admin.,single,second,223,yes,46,5,no
60,bluecollar,married,first,636,no,128,6,no
26,admin.,single,third,3672,yes,360,5,no
35,technician,married,second,0,yes,524,1,yes
35,technician,married,second,251,yes,128,3,no
35,selfemployed,single,third,44,no,310,2,no
57,bluecollar,married,second,2887,no,819,10,yes
29,admin.,single,second,1992,no,182,1,no
32,bluecollar,single,second,2,no,144,2,no
45,technician,married,second,1415,yes,311,1,no
51,management,single,third,297,yes,415,4,yes
31,technician,single,second,1094,yes,93,8,no
50,selfemployed,married,unknown,84,yes,101,1,no
38,bluecollar,single,second,1,yes,72,1,no
37,management,married,third,347,yes,282,1,no
35,management,married,third,1253,yes,210,2,no
37,unemployed,married,unknown,4565,no,369,1,no
28,management,single,third,781,no,125,6,no
38,management,married,third,7124,no,601,6,no
23,management,married,second,17555,no,14,14,no
23,management,married,unknown,5172,yes,57,3,no
56,management,married,third,15518,no,418,1,no
32,technician,single,third,13711,yes,638,1,no
58,management,divorced,third,1563,no,137,2,no
47,management,married,third,286,no,557,7,no
31,bluecollar,single,second,219,yes,66,2,no
38,management,married,third,0,yes,186,1,no
50,bluecollar,married,second,810,yes,19,14,no
32,bluecollar,married,second,600,no,166,2,no
37,services,single,second,1175,yes,102,1,no
39,management,married,third,0,yes,46,2,no
40,services,married,second,113,yes,126,1,no
41,bluecollar,married,second,641,yes,161,1,no
45,technician,married,second,1477,yes,355,1,no
31,admin.,married,second,0,yes,40,2,no
54,services,married,first,8,yes,123,1,no
39,admin.,divorced,second,399,yes,163,2,no
56,admin.,divorced,second,235,yes,185,2,no
35,admin.,single,second,2860,no,22,12,no
34,management,married,second,15,no,184,7,no
31,technician,single,second,125,no,78,2,no
38,technician,married,third,45,no,125,4,no
41,technician,married,third,13,no,189,2,no
44,entrepreneur,married,third,0,yes,600,1,no
49,bluecollar,married,second,579,yes,396,1,no
60,services,single,second,232,yes,340,3,no
31,services,single,second,1987,yes,55,2,no
34,management,married,second,857,yes,238,6,no
70,retired,married,third,15834,no,172,3,no
45,management,married,third,6370,no,36,3,no
31,management,married,third,6290,no,603,2,no
57,admin.,married,second,808,no,417,3,no
40,services,married,unknown,4075,yes,162,3,no
28,bluecollar,married,second,373,yes,10,9,no
44,admin.,single,second,101,yes,99,1,no
49,services,divorced,second,3250,no,32,3,no
46,management,married,third,1375,yes,608,3,no
34,management,married,third,180,no,298,3,no
58,technician,married,second,175,no,92,4,no
52,services,married,second,381,no,288,12,no
27,bluecollar,married,second,2171,yes,160,1,no
48,technician,married,second,340,yes,255,2,no
63,technician,divorced,second,10,yes,167,5,no
46,admin.,married,second,4958,yes,64,3,no
51,housemaid,married,unknown,21244,no,166,2,no
31,management,married,third,156,no,657,7,yes
35,technician,divorced,second,473,yes,234,4,no
37,admin.,single,second,781,no,75,1,no
60,entrepreneur,married,first,0,no,40,1,no
40,technician,married,second,1819,no,398,2,no
50,management,married,third,2374,yes,163,2,no
34,entrepreneur,married,second,456,yes,137,8,no
32,technician,married,second,253,yes,257,3,no
36,services,single,second,774,yes,231,2,no
32,admin.,single,third,59,no,192,1,no
40,services,divorced,second,81,no,186,1,no
37,bluecollar,married,first,0,yes,226,1,no
57,management,married,third,0,yes,67,1,no
46,management,married,third,3,no,185,2,no
31,bluecollar,single,first,2488,yes,14,1,no
39,technician,divorced,third,3,no,488,1,yes
35,management,married,second,839,yes,50,3,no
32,bluecollar,married,first,103,no,312,1,no
44,technician,divorced,second,316,yes,163,3,no
41,technician,single,second,1680,yes,76,2,no
59,retired,divorced,first,7179,no,150,1,no
39,services,married,second,247,yes,244,2,no
54,management,married,third,8295,no,187,1,yes
27,services,single,second,261,yes,113,1,no
51,selfemployed,married,second,95,yes,1609,4,yes
63,technician,single,second,291,no,72,6,no
38,bluecollar,married,first,2240,yes,551,1,no
52,entrepreneur,married,third,0,no,163,3,no
54,management,divorced,third,1295,yes,179,10,no
63,bluecollar,married,first,324,yes,217,2,no
50,technician,married,second,669,yes,88,1,no
39,bluecollar,single,second,4123,yes,21,1,no
34,management,single,third,2646,no,142,1,yes
41,technician,single,second,618,no,1056,1,no
48,management,divorced,third,541,yes,72,1,no
38,services,married,second,234,yes,411,1,no
34,bluecollar,married,second,622,yes,145,1,no
32,bluecollar,married,second,0,yes,80,2,no
48,management,married,second,99,yes,344,1,no
28,services,single,second,290,yes,128,1,no
47,bluecollar,married,second,1260,yes,412,1,yes
32,admin.,single,second,45,yes,908,3,no
32,admin.,married,second,923,yes,819,4,no
38,management,married,third,950,no,210,2,no
86,retired,married,second,1503,no,165,3,no
47,technician,married,second,65,no,118,8,no
42,management,married,first,679,yes,159,1,no
44,management,married,third,773,no,618,1,no
25,student,single,unknown,10788,no,102,2,no
34,services,divorced,second,991,yes,89,1,no
34,admin.,married,second,247,no,401,2,yes
53,bluecollar,married,first,4123,no,180,3,no
42,bluecollar,married,unknown,406,yes,152,5,no
60,bluecollar,single,second,180,no,183,1,no
26,bluecollar,single,first,887,yes,827,2,yes
40,services,married,second,4157,yes,735,1,no
34,technician,single,second,1386,yes,185,6,no
34,services,married,second,2211,no,149,1,no
40,management,married,third,495,no,603,2,no
36,management,married,third,27359,yes,71,2,no
34,technician,single,second,440,yes,445,2,no
32,bluecollar,single,second,135,yes,232,2,no
39,technician,married,second,735,yes,144,5,no
36,technician,married,third,60,no,189,2,no
39,technician,divorced,second,902,yes,691,2,yes
63,management,married,unknown,18347,yes,415,1,no
34,bluecollar,single,second,72,yes,273,5,no
42,management,married,third,1185,no,376,2,yes
46,technician,married,second,499,yes,37,10,no
32,management,single,third,656,yes,148,2,no
27,services,married,second,100,no,57,2,no
35,technician,divorced,second,69,yes,461,3,no
53,technician,married,unknown,619,no,198,6,no
29,services,single,second,192,no,327,4,no
35,management,single,third,0,no,669,6,no
49,management,married,third,87,no,165,1,no
58,management,married,third,3228,no,58,2,no
40,management,single,third,1361,no,1473,1,yes
19,student,single,unknown,0,no,123,3,no
60,student,single,third,34,yes,289,1,no
34,technician,single,second,318,no,239,5,no
60,retired,married,second,197,no,1386,1,no
28,student,single,third,0,no,294,2,yes
46,management,married,third,273,yes,910,2,yes
49,bluecollar,divorced,first,15,yes,550,7,no
59,management,divorced,third,7813,yes,75,1,no
44,technician,single,second,27,yes,100,3,no
63,technician,married,third,75,no,184,4,no
54,retired,married,second,1139,yes,155,1,no
26,bluecollar,married,second,115,yes,46,3,no
54,bluecollar,married,second,0,no,1366,1,no
48,housemaid,married,first,7195,no,609,2,yes
60,services,single,third,477,no,1532,2,yes
29,management,single,third,1026,no,226,1,yes
51,entrepreneur,married,third,3921,yes,168,1,no
53,unemployed,married,first,980,yes,352,1,yes
23,bluecollar,married,second,179,yes,635,6,no
34,admin.,married,third,2552,yes,74,1,no
40,entrepreneur,married,third,1729,yes,85,1,no
23,technician,married,second,234,yes,117,1,no
63,admin.,single,second,600,yes,184,1,no
66,retired,married,second,4785,no,72,3,no
44,technician,divorced,second,329,yes,171,1,no
63,services,married,second,0,yes,44,8,no
31,technician,single,second,391,no,636,2,no
71,retired,married,first,4657,no,93,5,yes
22,student,single,first,3472,no,632,1,yes
46,unemployed,single,third,705,no,398,1,no
32,services,married,second,255,yes,86,2,no
45,bluecollar,married,second,2365,no,45,2,no
32,management,married,second,350,yes,110,2,no
49,bluecollar,married,first,474,yes,152,3,no
27,technician,single,second,489,yes,356,4,yes
46,entrepreneur,married,second,757,no,382,3,no
37,management,single,third,695,no,263,1,no
60,unemployed,single,second,770,yes,87,1,no
44,selfemployed,divorced,second,80,yes,387,2,no
45,technician,married,second,315,yes,103,1,no
27,student,single,second,213,no,378,1,yes
57,housemaid,married,first,0,no,257,2,no
66,management,married,third,2169,no,282,1,no
40,admin.,divorced,second,212,no,176,1,no
48,bluecollar,married,second,633,yes,24,6,no
63,bluecollar,single,second,4404,yes,766,3,no
42,services,divorced,second,257,yes,955,2,yes
47,unemployed,married,second,3188,yes,426,3,no
27,technician,single,third,6083,yes,244,2,no
78,retired,married,third,226,no,136,1,no
50,services,married,first,1260,no,172,1,no
46,entrepreneur,single,third,1410,yes,93,1,no
41,admin.,divorced,second,6046,yes,600,6,yes
36,admin.,single,third,980,no,118,4,no
49,retired,married,first,37,no,191,2,no
46,management,divorced,third,154,yes,107,2,no
77,retired,married,first,680,no,513,2,no
60,technician,single,third,799,yes,91,18,no
23,management,single,second,1164,yes,76,4,no
44,bluecollar,married,second,2523,yes,1236,2,no
40,bluecollar,married,first,98,yes,193,5,no
38,bluecollar,married,first,3419,yes,324,5,no
25,unemployed,single,third,323,no,377,1,yes
49,management,married,third,852,yes,408,1,no
63,bluecollar,married,first,50,yes,246,2,no
40,management,single,third,0,no,58,7,no
44,bluecollar,married,first,10,yes,196,1,no
32,bluecollar,married,second,950,yes,219,4,no
52,management,married,third,0,yes,197,1,no
35,management,married,third,175,yes,257,2,no
35,technician,married,second,259,yes,381,1,no
32,management,married,second,6217,yes,486,2,no
42,technician,married,second,1310,yes,162,1,no
59,bluecollar,married,unknown,139,no,153,1,no
44,technician,single,second,7138,no,809,2,yes
50,admin.,divorced,second,1111,yes,50,1,no
27,bluecollar,single,second,113,no,39,17,no
55,management,divorced,third,612,no,131,2,no
54,bluecollar,married,unknown,310,yes,526,4,no
31,unemployed,single,second,186,yes,172,3,no
56,admin.,married,unknown,1838,no,405,1,no
51,selfemployed,married,third,863,no,77,3,no
61,bluecollar,married,first,625,yes,158,2,no
34,technician,single,second,105,yes,146,2,no
56,bluecollar,married,first,551,no,27,1,no
29,student,single,unknown,145,no,105,1,no
34,management,single,third,618,yes,119,4,no
35,services,single,second,1063,yes,327,1,no
56,admin.,divorced,second,985,no,150,2,no
45,bluecollar,married,second,2926,yes,482,3,no
31,admin.,single,second,449,yes,81,2,no
37,entrepreneur,divorced,third,66,no,1164,2,yes
23,admin.,married,second,0,yes,674,3,no
40,management,married,unknown,419,yes,347,1,no
44,management,married,first,4758,yes,712,6,yes
38,admin.,single,second,23,no,48,2,no
58,management,divorced,third,1573,yes,279,1,no
24,bluecollar,single,second,77,yes,236,2,no
53,services,married,second,1378,yes,91,2,no
36,bluecollar,married,second,73,yes,15,8,no
28,bluecollar,married,first,60,yes,161,1,no
45,bluecollar,married,first,137,yes,187,19,no
32,admin.,single,third,1583,yes,100,1,no
46,admin.,married,second,121,yes,214,4,no
28,bluecollar,single,second,1065,yes,406,1,no
51,unemployed,married,second,13,yes,361,1,no
51,bluecollar,married,first,1869,no,60,3,no
60,technician,single,second,4787,yes,99,2,no
39,technician,married,second,183,yes,182,2,no
28,bluecollar,married,first,702,yes,318,2,no
31,management,single,third,1494,no,275,12,no
31,bluecollar,married,first,0,yes,59,4,no
38,management,married,third,46,no,70,4,no
31,bluecollar,single,second,609,yes,1126,1,no
74,retired,divorced,second,4079,no,323,3,yes
40,management,single,third,0,yes,228,2,yes
23,technician,married,second,7876,yes,189,2,no
34,technician,single,third,925,yes,709,1,yes
54,management,divorced,third,7010,no,275,2,no
51,bluecollar,married,first,42,yes,51,2,no
63,bluecollar,married,second,285,no,267,1,no
41,technician,married,third,0,no,95,1,no
63,management,single,third,3170,no,246,2,no
48,admin.,married,second,8,no,46,1,no
42,selfemployed,divorced,third,216,yes,144,3,no
35,management,single,third,2975,no,249,2,no
25,admin.,married,second,894,yes,328,1,no
38,bluecollar,single,first,490,yes,17,1,no
45,entrepreneur,married,second,245,yes,126,3,no
59,management,divorced,third,0,yes,52,8,no
47,management,married,unknown,150,no,52,1,no
63,management,married,third,4,yes,285,5,no
59,management,married,first,1727,no,500,4,yes
41,bluecollar,divorced,first,664,no,955,5,yes
42,technician,married,second,473,yes,216,5,no
51,technician,divorced,third,0,no,84,7,no
45,management,married,third,192,yes,138,3,no
60,management,married,third,1942,yes,236,2,yes
63,bluecollar,single,second,5137,yes,123,1,no
23,management,married,third,16044,no,36,4,no
37,bluecollar,married,second,1053,no,405,3,no
73,retired,married,first,154,no,103,1,no
23,bluecollar,married,second,625,yes,175,1,no
52,unemployed,married,first,255,no,374,3,no
44,management,married,third,529,yes,129,4,no
56,management,married,third,318,no,246,3,no
21,services,single,second,1903,yes,107,2,no
23,unknown,married,third,1937,no,385,1,no
